Name,Street,Postal,Locality,Region,Phone,Mobile,Fax,Website,Service,Keyword,Facilities,Categories,Thursday,Friday,Saturday,Sunday,Monday,Tuesday,Wednesday
Pips Shop,16 High Street ,NP8 1BD,Crickhowell ,Monmouthshire Wales,01873 810994,NA,NA,,NA,Women's Clothing Stores,NA,"Shopping & Retail,Clothing & Accessories,Clothing Shops",NA,NA,NA,NA,NA,NA,NA
M8s,"81 High Street, Blaina",NP13 3BN,Abertillery ,Blaenau Gwent Wales,01495 292672,NA,NA,,NA,Women's Clothing,NA,"Shopping & Retail,Clothing & Accessories,Clothing Shops",NA,NA,NA,NA,NA,NA,NA
Emma Mary Goode,55A Frogmore Street ,NP7 5AR,Abergavenny ,Monmouthshire Wales,01873 853704,NA,NA,,NA,"Women's Clothes Shops, Warehousing & Storage",NA,"Shopping & Retail,Clothing & Accessories,Clothing Shops",NA,NA,NA,NA,NA,NA,NA
Jungles,6 High Street ,NP7 5RY,Abergavenny ,Monmouthshire Wales,01873 854888,NA,NA,,NA,Women's Clothing Stores,NA,"Shopping & Retail,Clothing & Accessories,Clothing Shops",NA,NA,NA,NA,NA,NA,NA
Bonmarché,23-24 High Street ,NP7 5RY,Abergavenny ,Monmouthshire Wales,01873 858824,NA,NA,https://www.bonmarche.co.uk/storelanding/?storename=abergavenny&utm_source=yext&utm_medium=maps&utm_,"Shoe Shops, Lingerie Shops, Women's Clothing Shops, Fashion Accessories Shops, Free Delivery to Store, Free returns in-store, Trousers in 4 leg lengths 25 to 31, Styles to fit and flatter in sizes 10 24, Gift Card, Ladies Clothing Abergavenny, Ladies Jeans Abergavenny, Ladies Winter Clothing Abergavenny, Women's Clothing Abergavenny, Women's Jeans Abergavenny, Women's Winter Clothing Abergavenny","Shoe Shops, Lingerie Shops, Women's Clothing Shops, Fashion Accessories Shops, Free Delivery to Store, Free returns in-store, Trousers in 4 leg lengths 25 to 31, Styles to fit and flatter in sizes 10 24, Gift Card, Ladies Clothing Abergavenny, Ladies Jeans Abergavenny, Ladies Winter Clothing Abergavenny, Women's Clothing Abergavenny, Women's Jeans Abergavenny, Women's Winter Clothing Abergavenny",NA,"Shopping & Retail,Clothing & Accessories,Clothing Shops",09:00 - 17:30,09:00 - 17:30,09:00 - 17:30,10:00 - 16:00,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30
CC Fashion - Abergavenny,6 High Street ,NP7 5RY,Abergavenny ,Monmouthshire Wales,01873 851302,NA,NA,www.countrycasuals.co.uk,NA,Women's Clothing Stores,Women's Clothing Stores,"Shopping & Retail,Clothing & Accessories,Clothing Shops",09:00 - 17:30,09:00 - 17:30,09:00 - 17:30,10:00 - 16:00,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30
Army Cadet Force,"DRILL HALL, BETHESDA STREET, GEORGETOWN ",CF47 8LF,Merthyr Tydfil ,Merthyr Tydfil Wales,01685 384881,NA,NA,armycadets.com,NA,"Youth Club, Youth Groups, Youth Activities, Community Groups",NA,"Community & Government,Organisations, Associations & Clubs,Youth Organisations, Centres & Clubs",NA,NA,NA,NA,NA,NA,NA
Urdd Gobaith Cymreu,PONTMORLAIS ,CF47 8UN,Merthyr Tydfil ,Merthyr Tydfil Wales,01685 373770,NA,NA,,NA,"Youth Organisations, Youth Centre, Centres, Youth Organisations & Centres",NA,"Community & Government,Organisations, Associations & Clubs,Youth Organisations, Centres & Clubs",NA,NA,NA,NA,NA,NA,NA
Pen-Y-Dre Community Education Centre,PENYDRE ,CF47 9DY,Merthyr Tydfil ,Merthyr Tydfil Wales,01685 725088,01685 379144,NA,www.merthyr.gov.uk,NA,"Youth Organisations, Youth Centre, Centres, Voluntary, Youth Organisations & Centres",NA,"Community & Government,Organisations, Associations & Clubs,Youth Organisations, Centres & Clubs",NA,NA,NA,NA,NA,NA,NA
Up And Coming,The Voluntary Action Centre;89-90 Pontmorlais ,CF47 8UH,Merthyr Tydfil ,Merthyr Tydfil Wales,01685 353999,07946 612307,01685 353990,www.smt.org.uk,NA,"Youth Organisations, Public & Government Services, Other",NA,"Community & Government,Organisations, Associations & Clubs,Youth Organisations, Centres & Clubs",Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours
Oasis,CENTRAL BUS STATION ,CF47 8BB,Merthyr Tydfil ,Merthyr Tydfil Wales,01685 386457,01685 386457,NA,,NA,"Youth Organisations, Youth Centre, Centres, Youth Organisations & Centres",NA,"Community & Government,Organisations, Associations & Clubs,Youth Organisations, Centres & Clubs",NA,NA,NA,NA,NA,NA,NA
Maerdy & Ferndale Community Education Centre,FERNDALE COMMUNITY SCHOOL ,CF43 4LE,Ferndale ,Rhondda Cynon Taf Wales,01443 755220,NA,NA,,NA,"Youth Club, Youth Groups, Youth Activities, Community Groups",NA,"Community & Government,Organisations, Associations & Clubs,Youth Organisations, Centres & Clubs",NA,NA,NA,NA,NA,NA,NA
Oasis,143C LOWER HIGH STREET ,CF47 8EB,Merthyr Tydfil ,Merthyr Tydfil Wales,01685 386457,NA,NA,,NA,"Youth Organisations, Youth Centre, Centres, Voluntary, Youth Organisations & Centres",NA,"Community & Government,Organisations, Associations & Clubs,Youth Organisations, Centres & Clubs",NA,NA,NA,NA,NA,NA,NA
CIC,WIND STREET ,CF44 7ES,Aberdare ,Rhondda Cynon Taf Wales,01685 882299,01685 886848,NA,,NA,"Youth Organisations, Youth Centre, Centres, Voluntary, Organisations, Trade Associations, Youth, Youth Organisations & Centres, Menter Iaith, Ieuenctid",NA,"Community & Government,Organisations, Associations & Clubs,Youth Organisations, Centres & Clubs",NA,NA,NA,NA,NA,NA,NA
YMCA HIRWAUN,Manchester Place ,CF44 9RB,Hirwaun ,Rhondda Cynon Taf Wales,01685 811420,NA,NA,www.ymca.org.uk,"Charities, Charity Organizations, Caring Premises","Charities, Charity Organizations, Caring Premises",NA,"Community & Government,Organisations, Associations & Clubs,Youth Organisations, Centres & Clubs",NA,NA,NA,NA,NA,NA,NA
Mountain Ash Ymca,Duffryn Rd ,CF45 4DA,Mountain Ash ,Rhondda Cynon Taf Wales,01443 473334,NA,NA,www.mtashymca.com,"Charities, Charity Organizations","Charities, Charity Organizations",NA,"Community & Government,Organisations, Associations & Clubs,Youth Organisations, Centres & Clubs",09:00 - 17:00,09:00 - 17:00,Closed,Closed,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00
J.H.Heathcote Limited,138 New Penkridge Road ,WS11 1HN,Cannock ,Staffordshire England,NA,NA,NA,,NA,"Estate Agents, Real Estate, Animal Production, Dairy Cattle Farming",NA,"Real Estate,Real Estate Services,Estate Agents",NA,NA,NA,NA,NA,NA,NA
Llwydcoed County Youth Centre,MERTHYR ROAD ,CF44 0UT,Llwydcoed ,Rhondda Cynon Taf Wales,01685 884139,01685 883100,NA,,NA,"Youth Organisations, Youth Centre, Centres, Voluntary, Youth Organisations & Centres",NA,"Community & Government,Organisations, Associations & Clubs,Youth Organisations, Centres & Clubs",NA,NA,NA,NA,NA,NA,NA
Energy 21 Limited,20 Birmingham Road ,WS1 2LT,Walsall ,West Midlands England,01279 777989,NA,NA,,NA,"Industrial Machinery Agents, Wholesalers",NA,"Industry & Manufacturing,Industrial Goods,Industrial & Commercial Equipment",NA,NA,NA,NA,NA,NA,NA
SMI (UK & IRELAND) LIMITED,"4Th Floor, Permanent House 1 Leicester Street ",WS1 1PT,Walsall ,West Midlands England,NA,NA,NA,,NA,NA,NA,"Industry & Manufacturing,Industrial Goods,Industrial & Commercial Equipment",NA,NA,NA,NA,NA,NA,NA
Harrisons Regal Garage Ltd,"218, Rosemary Hill Road ",B74 4HS,Sutton Coldfield ,West Midlands England,0121 353 3101,07760 757024,07711 000201,www.harrisoncommercials.co.uk,NA,"Commercial Vehicle Dealers & Manufacturers, Van Dealers, Automotive, Aircraft & Boat, Car Dealerships",NA,"Automotive,Car Dealers,Used Car Dealers",09:00 - 17:30,09:00 - 17:30,Closed,Closed,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30
Cool Therm Uk Ltd Bristol,Aldridge,WS9 8QD,Aldridge ,West Midlands England,0117 947 8642,0117 947 8642,0303 030 0003,www.cooltherm.co.uk,"Industrial Services, Chillers, Refrigeration Plant, Water Chillers, Consultancy, Maintenance, Water, Air, Technical Services, Low Energy, Efficient Energy, Fan Coil Valve, Turbomiser Chillers","Industrial Services, Chillers, Refrigeration Plant, Water Chillers, Consultancy, Maintenance, Water, Air, Technical Services, Low Energy, Efficient Energy, Fan Coil Valve, Turbomiser Chillers",NA,"Industry & Manufacturing,Industrial Goods,Refrigeration Equipment & Supplies",NA,NA,NA,NA,NA,NA,NA
Measham Heating & Air Conditioning Ltd,142 Birmingham Road ,WS9 0AH,Aldridge ,West Midlands England,01922 456567,01922 456446,NA,www.measham.co.uk,"Electricians, Installations","Electricians, Installations","Electricians, Installations","Construction & Contractors,Plumbers",08:00 - 17:00,08:00 - 17:00,Closed,Closed,08:00 - 17:00,08:00 - 17:00,08:00 - 17:00
Weatherite Electrical Ltd,"WEATHERRITE HOUSE, TINGAGEL WAY",WS9 8EX,Aldridge ,West Midlands England,01922 741600,01922 741601,NA,www.weatherite-group.com,"Electricians, Electrical Contractors, Electricians & Electrical Contractors, Heating, Contractors, Ventilation, Air Conditioning Equipment, HVAC, Shop Fronts, Weatherite Group, Weatherite","Electricians, Electrical Contractors, Electricians & Electrical Contractors, Heating, Contractors, Ventilation, Air Conditioning Equipment, HVAC, Shop Fronts, Weatherite Group, Weatherite",NA,"Construction & Contractors,Electricians & Electrical Contractors",NA,NA,NA,NA,NA,NA,NA
British Optical Limited,HARMONY HOUSE 34 HIGH STREET ,WS9 8LZ,Aldridge ,West Midlands England,NA,NA,NA,,NA,NA,NA,"Finance,Financial Services,Accounting & Bookkeeping",NA,NA,NA,NA,NA,NA,NA
Weatherite Air Conditioning,"WEATHERITE HOUSE, WESTGATE ",WS9 8EX,Aldridge ,West Midlands England,01922 741641,01922 741642,NA,www.weatherite-group.com,"Air Conditioning Units, Air Conditioning Equipment, Equipment, Heating, Industrial, Systems, Commercials, Air, Ventilation, Air Conditioning Systems, HVAC, Shop Fronts, Self Drive, Kitchen Ventilation Systems, Weatherite Group, Air Conditioning Equipment and Systems","Air Conditioning Units, Air Conditioning Equipment, Equipment, Heating, Industrial, Systems, Commercials, Air, Ventilation, Air Conditioning Systems, HVAC, Shop Fronts, Self Drive, Kitchen Ventilation Systems, Weatherite Group, Air Conditioning Equipment and Systems",NA,"Industry & Manufacturing,Industrial Goods,Refrigeration Equipment & Supplies",NA,NA,NA,NA,NA,NA,NA
Cool-Therm (Uk) Ltd,"London Rd, Unit 5",WS9 8QD,Aldridge ,West Midlands England,0117 961 0006,0117 947 8642,0303 030 0003,www.cooltherm.co.uk,"Plumbing and Heating Installations, Air Conditioning Service",NA,NA,"Industry & Manufacturing,Industrial Goods,Refrigeration Equipment & Supplies",08:00 - 17:00,08:00 - 17:00,Closed,Closed,08:00 - 17:00,08:00 - 17:00,08:00 - 17:00
Air Control & Development Ltd,"Unit 5, ABS Business Park, Northgate ",WS9 8TH,Aldridge ,West Midlands England,01922 455523,01922 455528,8456076841,www.aircontrol.co.uk,"Air Conditioning Repair Service, Air Conditioning Repair Shop, Local Business, Professional Services, Ventilation, Heat Pumps, Daikin, R22 Replacement, Coolings","Air Conditioning Repair Service, Air Conditioning Repair Shop, Local Business, Professional Services, Ventilation, Heat Pumps, Daikin, R22 Replacement, Coolings",NA,"Construction & Contractors,Air Conditioning Contractors",09:00 - 17:30,09:00 - 17:30,Closed,Closed,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30
Aldridge Air Conditioning & Refrigeration,"43 CROFT HOUSE , HIGH STREET ",WS9 8NL,Aldridge ,West Midlands England,1922458428,NA,NA,,Refrigeration,Refrigeration,NA,"Industry & Manufacturing,Industrial Goods,Refrigeration Equipment & Supplies",NA,NA,NA,NA,NA,NA,NA
Velina Properties Limited,"EMPIRE INDUSTRIAL ESTATE, BRICKYARD ROAD ",WS9 8UR,Aldridge ,West Midlands England,NA,NA,NA,,NA,NA,NA,"Finance,Financial Services,Accounting & Bookkeeping",NA,NA,NA,NA,NA,NA,NA
COOL-THERM (GROUP) LIMITED,Aldridge,WS9 8QD,Aldridge ,West Midlands England,NA,NA,NA,,NA,NA,NA,"Construction & Contractors,Plumbers",NA,NA,NA,NA,NA,NA,NA
Imperial Fires Limited,15 Northgate,WS9 8QD,Aldridge ,West Midlands England,NA,NA,NA,,NA,NA,NA,"Finance,Financial Services,Accounting & Bookkeeping",NA,NA,NA,NA,NA,NA,NA
Spaceslide Limited,PORTICO/SPACESLIDE NORTHGATE ,WS9 8TH,Aldridge ,West Midlands England,NA,NA,NA,,NA,NA,NA,"Finance,Financial Services,Accounting & Bookkeeping",NA,NA,NA,NA,NA,NA,NA
Compliance Consultancy Solutions Limited,11 COTSWOLD CLOSE ,WS9 8LW,Aldridge ,West Midlands England,NA,NA,NA,,NA,Financial Services,NA,"Finance,Financial Services,Accounting & Bookkeeping",NA,NA,NA,NA,NA,NA,NA
McDowall Air Conditioning Ltd,Middlemore Lane West ,WS9 8EJ,Aldridge ,West Midlands England,01922 454955,01922 454815,NA,mcdowalls.co.uk,"Utility Companies, Air Conditioning Units, Air Conditioning Companies, Manufacture of Cooling and Ventilation Equipment, Design Consultants, Industrial Design, Air Conditioning Systems, Manufacture of Central Heating Radiators and Boilers","Utility Companies, Air Conditioning Units, Air Conditioning Companies, Manufacture of Cooling and Ventilation Equipment, Design Consultants, Industrial Design, Air Conditioning Systems, Manufacture of Central Heating Radiators and Boilers",NA,"Industry & Manufacturing,Industrial Goods,Refrigeration Equipment & Supplies",08:30 - 17:00,08:30 - 17:00,Closed,Closed,08:30 - 17:00,08:30 - 17:00,08:30 - 17:00
Wm3 Limited,52 WHARF APPROACH ,WS9 8BX,Aldridge ,West Midlands England,NA,NA,NA,,NA,NA,NA,"Finance,Financial Services,Accounting & Bookkeeping",NA,NA,NA,NA,NA,NA,NA
Turbomiser Limited,Aldridge,WS9 8QD,Aldridge ,West Midlands England,NA,NA,NA,,NA,NA,NA,"Finance,Financial Services,Accounting & Bookkeeping",NA,NA,NA,NA,NA,NA,NA
Prowear 1863 To 1934 Limited,HARMONY HOUSE 34 HIGH STREET ,WS9 8LZ,Aldridge ,West Midlands England,NA,NA,NA,,NA,NA,NA,"Finance,Financial Services,Accounting & Bookkeeping",NA,NA,NA,NA,NA,NA,NA
Ego-Design Ltd,HARMONY HOUSE 34 HIGH STREET ,WS9 8LZ,Aldridge ,West Midlands England,NA,NA,NA,,NA,NA,NA,"Finance,Financial Services,Accounting & Bookkeeping",NA,NA,NA,NA,NA,NA,NA
Edwards Wealth Management Limited,"HARMONY HOUSE, 34 HIGH STREET ",WS9 8LZ,Aldridge ,West Midlands England,NA,NA,NA,,NA,Financial Services,NA,"Finance,Financial Services,Accounting & Bookkeeping",NA,NA,NA,NA,NA,NA,NA
Bookkeepers Ltd,"19, ELMDALE DRIVE ",WS9 8LQ,Aldridge ,West Midlands England,01922 454213,01922 421247,NA,,NA,"Bookkeeping, Bookkeeper, Payroll Services, Bookkeepers and Payroll, Payroll Company, Payroll Accounting, Payroll Solutions, Payroll Software",NA,"Finance,Financial Services,Payroll Services",NA,NA,NA,NA,NA,NA,NA
NORMAN BOOKKEEPING & PAYROLL LIMITED,"1a Birch House, Birch Lane, Business Park, Birch Lane ",WS9 0NF,Aldridge ,West Midlands England,01922 456105,NA,NA,normansbp.co.uk,NA,Bookkeeper,NA,"Finance,Financial Services,Accounting & Bookkeeping",08:30 - 17:00,08:30 - 17:00,Closed,Closed,08:30 - 17:00,08:30 - 17:00,08:30 - 17:00
Spv Roofing & Cladding Limited,"SPV GROUP, WESTGATE ALDRIDGE",WS9 8BX,Aldridge ,West Midlands England,01922 749510,NA,NA,www.spv-uk.co.uk,NA,NA,NA,"Finance,Financial Services,Accounting & Bookkeeping",NA,NA,NA,NA,NA,NA,NA
Lime Hair & Beauty Limited,36 High St ,WS9 8LZ,Aldridge ,West Midlands England,01922 457296,NA,NA,www.limealdridge.co.uk,Beauty Salon,Beauty Salon,NA,"Finance,Financial Services,Accounting & Bookkeeping",08:00 - 20:00,08:00 - 20:00,08:00 - 17:30,10:00 - 16:00,09:30 - 16:00,08:00 - 20:00,08:00 - 20:00
Biddle Air Curtains Limited,15 Northgate,WS9 8QD,Aldridge ,West Midlands England,NA,NA,NA,,NA,NA,NA,"Finance,Financial Services,Accounting & Bookkeeping",NA,NA,NA,NA,NA,NA,NA
Kahrod & Co Limited,"231, Walsall Rd ",WS9 0QA,Aldridge ,West Midlands England,01922 420239,NA,NA,,NA,"Accountants, Accounting, Auditing",NA,"Finance,Financial Services,Accounting & Bookkeeping",NA,NA,NA,NA,NA,NA,NA
A Slann,52A Walsall Rd ,WS9 0JL,Aldridge ,West Midlands England,01922 744441,NA,NA,,NA,"Accountants, Accounting, Bookkeeping, Financial Services, Financial, Tax",NA,"Finance,Financial Services,Accounting & Bookkeeping",NA,NA,NA,NA,NA,NA,NA
EDWARDS ACCOUNTANTS (MIDLANDS) LIMITED,34 High Street ,WS9 8LZ,Aldridge ,West Midlands England,01922 743100,01922 743494,NA,edwardsaccountants.co.uk,NA,"Accountants, Auditing",NA,"Finance,Financial Services,Accounting & Bookkeeping",NA,NA,NA,NA,NA,NA,NA
Stewart & Co,5 PLAINVIEW CL ,WS9 0YY,Aldridge ,West Midlands England,0121 353 8809,0121 353 8809,NA,www.stewartaccountants.co.uk,NA,"Accountants, Accounting, Bookkeeping, Accountancy, Financial, Tax",NA,"Finance,Financial Services,Accounting & Bookkeeping",NA,NA,NA,NA,NA,NA,NA
Accountability Accounting & Clerical Services,112 ALDRIDGE ROAD ,WS9 0PE,Aldridge ,West Midlands England,0121-353-5095,NA,NA,,NA,"Accountants, Accounting, Bookkeeping, Accountancy, Financial Services, Financial, Tax",NA,"Finance,Financial Services,Accounting & Bookkeeping",NA,NA,NA,NA,NA,NA,NA
ELITE GASES LTD,55 GLOUCESTER ROAD ,WS5 3PL,Walsall ,West Midlands England,NA,NA,NA,,NA,Industrial Machinery Agents,NA,"Industry & Manufacturing,Industrial Goods,Industrial & Commercial Equipment",NA,NA,NA,NA,NA,NA,NA
Hayer Enterprises Ltd,101 WALSALL ROAD ,WS9 0AX,Aldridge ,West Midlands England,NA,NA,NA,,NA,"Accountants, Accounting, Temporary Employment Agencies, Auditing, Retailers",NA,"Finance,Financial Services,Accounting & Bookkeeping",NA,NA,NA,NA,NA,NA,NA
Jacobs Consultancy,"ALPHA TOWER, SUFFOLK ST QUEENSWAY ",B1 1TT,Birmingham ,West Midlands England,0121 643 4466,0121 643 6737,NA,www.jacobsconsultancy.com,"School, Aircraft, Education, Engineering, Hospital, Contractors, Automotive, Industrial, Gas, Systems, Government, Consulting Engineers, Research, Bus, Chemicals, Energy, Commercials, Parking, Foods, Professionals, Warehouses, Corporates, Pharmaceuticals, Mining, Aviation, Trains, Public, Military, Compliance, Transport Consultants, Bridge, Justice, Ferry, Weapons, Epc, Transport Consulting, Partners, Fertilizer, Biotechnology, Semiconductor, Prison, Turnkey, Wastewater, Correction, Polymer, Defense, Petrochemicals, Expansion, Metallurgy, Cleanroom, Seismic, Fab, Courthouse, Streamline, Jacobs, Grassroots, Transportation Consultants, Doe, Topside, Potash, Revamp, Retro Fit, Jec, Manufactur, GPR Planners Collaborative, Munitions, Jacobs Engineering, Laborator","School, Aircraft, Education, Engineering, Hospital, Contractors, Automotive, Industrial, Gas, Systems, Government, Consulting Engineers, Research, Bus, Chemicals, Energy, Commercials, Parking, Foods, Professionals, Warehouses, Corporates, Pharmaceuticals, Mining, Aviation, Trains, Public, Military, Compliance, Transport Consultants, Bridge, Justice, Ferry, Weapons, Epc, Transport Consulting, Partners, Fertilizer, Biotechnology, Semiconductor, Prison, Turnkey, Wastewater, Correction, Polymer, Defense, Petrochemicals, Expansion, Metallurgy, Cleanroom, Seismic, Fab, Courthouse, Streamline, Jacobs, Grassroots, Transportation Consultants, Doe, Topside, Potash, Revamp, Retro Fit, Jec, Manufactur, GPR Planners Collaborative, Munitions, Jacobs Engineering, Laborator",NA,"Automotive,Aircraft,Aircraft Maintenance & Service",NA,NA,NA,NA,NA,NA,NA
Professional Accountancy & Business Services Ltd,5 PLAINVIEW CLOSE ,WS9 0YY,Aldridge ,West Midlands England,0121 353 8809,0121 353 8809,NA,,NA,"Accountants, Accounting, Auditing",NA,"Finance,Financial Services,Accounting & Bookkeeping",NA,NA,NA,NA,NA,NA,NA
Aldridge Motor Bodies,"Sunnyside Farm, Northgate ",WS9 9BU,Walsall Wood ,West Midlands England,01543 235008,NA,NA,www.aldridgemotorbodies.co.uk,"Automotive, Vehicle Damage, Aircraft & Boat, Body, Aircraft, Boats","Automotive, Vehicle Damage, Aircraft & Boat, Body, Aircraft, Boats","Automotive, Vehicle Damage, Aircraft & Boat, Body, Aircraft, Boats","Automotive,Auto Repair,Garages",NA,NA,NA,NA,NA,NA,NA
The Model Factory (Stonnall) Ltd,"172, MAIN STREET ",WS9 9DY,Stonnall ,Staffordshire England,01543 361745,01543 375550,NA,,NA,"Model Kits, Model Shop, Model Cars, Model Aircraft, Ripmax, Hirobo, Shops, Spares, Trucks, Models, Hobby Shop, Hobbies, Multiplex, Flair, SIG, Scorpio, GWS, Top Flight, Ikarus, Ben Buckle, Dumas, Remote Control Model, Seagul",NA,"Arts, Entertainment & Nightlife,Arts & Crafts,Model Makers",NA,NA,NA,NA,NA,NA,NA
North Birmingham Motor Co,Unit 10D Middlemore Lane West ,WS9 8EF,Walsall ,West Midlands England,01922 452955,01922 743378,NA,www.northbirminghammotorsltd.co.uk,"Automotive, Aircraft & Boat, Aircraft, Boats, Car Security, Smoke Detector, Smoke Alarms","Automotive, Aircraft & Boat, Aircraft, Boats, Car Security, Smoke Detector, Smoke Alarms",NA,"Automotive,Auto Services,MOT Test Centres & Vehicle Inspection",08:30 - 17:30,08:30 - 17:00,08:30 - 12:00,Closed,08:30 - 17:30,08:30 - 17:30,08:30 - 17:30
Steve Morris Motors,"Sunnyside Farm, Northgate ",WS9 9BU,Walsall Wood ,West Midlands England,01922 453111,07976 520979,NA,,NA,"Financial Services, Automotive, Aircraft, Boats, Car Dealerships",NA,"Automotive,Car Dealers,Used Car Dealers",10:00 - 17:00,10:00 - 17:00,10:00 - 17:00,10:00 - 14:00,10:00 - 17:00,10:00 - 17:00,10:00 - 17:00
AMA Transporters,"6, Westgate Trading Estate ",WS9 8EX,Aldridge ,West Midlands England,01922 277110,07747 846309,NA,www.ama-transporters.co.uk,"Automotive Dealership, Automotive, Aircraft & Boat, Camping & Outdoor Equipment, Used Van Sales, Van Lining Carpet, VW Camper Conversions, VW Transporter Conversions, Split Chargers, VW Transporter Repairs, Suspension Lowering","Automotive Dealership, Automotive, Aircraft & Boat, Camping & Outdoor Equipment, Used Van Sales, Van Lining Carpet, VW Camper Conversions, VW Transporter Conversions, Split Chargers, VW Transporter Repairs, Suspension Lowering",NA,"Automotive,Auto Repair,Garages",08:30 - 17:30,08:30 - 17:30,Closed,Closed,08:30 - 17:30,08:30 - 17:30,08:30 - 17:30
Aviation Consultants Ltd,"EUROHUB MIDLANDS, BIRCH LANE, STONALL ",WS9 0NF,Aldridge ,West Midlands England,01922 745747,01922 745767,NA,www.aviation-consultants.com,"Airline Industry, Air Cargo Charter, Aircraft Charter, Air Charter, Aircraft Leasing, Aircraft, Automotive, Travel, Private, Solutions, Commercials, Air, Freight, Worldwide, Cargo, World, Executive, Charter, Passenger, Renting Leasing, Destination, Wide","Airline Industry, Air Cargo Charter, Aircraft Charter, Air Charter, Aircraft Leasing, Aircraft, Automotive, Travel, Private, Solutions, Commercials, Air, Freight, Worldwide, Cargo, World, Executive, Charter, Passenger, Renting Leasing, Destination, Wide",NA,"Transportation,Air Transportation Services,Airlines",NA,NA,NA,NA,NA,NA,NA
Nabertherm Limited,VIGO PLACE,WS9 8YB,Walsall ,West Midlands England,NA,NA,NA,,NA,Industrial Machinery Agents,NA,"Industry & Manufacturing,Industrial Goods,Industrial & Commercial Equipment",NA,NA,NA,NA,NA,NA,NA
Serviticum (Chestall) Limited,TOWER HOUSE HILTON PARK ,WV11 2AY,Essington ,Staffordshire England,01902 725165,NA,NA,,NA,"Estate Agents, Crop Production, Oil Extraction Services, Sheep Farming, Gas Extraction, Real Estate, Mining Services, Business Support Services, Quarrying Services, Goat Farming",NA,"Real Estate,Real Estate Services,Estate Agents",NA,NA,NA,NA,NA,NA,NA
M.r.d Autos,"Unit 32, Empire Industrial Park ",WS9 8UY,Aldridge ,West Midlands England,01922 459304,01922 745273,NA,www.mrdcarservicing.co.uk,"Aircraft, Boats","Aircraft, Boats",NA,"Automotive,Auto Repair,Garages",08:30 - 17:30,08:30 - 17:30,08:30 - 12:30,Closed,08:30 - 17:30,08:30 - 17:30,08:30 - 17:30
Midlands Horsework CIC,654 HOLLY LANE ,B24 9PD,Erdington ,West Midlands England,0121 384 9624,NA,NA,,NA,"Livestock Farming, Animal Production",NA,"Agriculture & Forestry,Livestock Services,Livestock & Animal Production",NA,NA,NA,NA,NA,NA,NA
Walker S Aquatics Pets & Reps,"59, HIGH STREET ",WV14 0EZ,Bilston ,West Midlands England,01902 498191,01902 498191,NA,,NA,"Pet Shop, Pet Supplies, Pet Shops & Pet Supplies, Livestock Farms",NA,"Agriculture & Forestry,Livestock Services,Livestock & Animal Production",NA,NA,NA,NA,NA,NA,NA
C A Burton & Sons,"CHESTER ROAD, MILL GREEN FARM ",WS9 0LW,Aldridge ,West Midlands England,01922-452175,NA,NA,,NA,"Farming, Animal Farming, Animal Husbandry",NA,"Agriculture & Forestry,Farming,Farms",NA,NA,NA,NA,NA,NA,NA
AG Farming Limited,"HANOVER COURT, 5 QUEEN STREET ",WS13 6QD,Lichfield ,Staffordshire England,NA,NA,NA,,NA,"Animal Production, Dairy Cattle Farming",NA,"Agriculture & Forestry,Livestock Services,Livestock & Animal Production",NA,NA,NA,NA,NA,NA,NA
MKI CONSULTING LIMITED,"42 Trinity Road,Aston, Birmingham ",B6 6AL,Birmingham ,West Midlands England,NA,NA,NA,,"Barristers, Pig Farming, Swine Farming","Barristers, Pig Farming, Swine Farming",NA,"Transportation,Transportation Services,Taxis & Private Hire",NA,NA,NA,NA,NA,NA,NA
Tyrrell Consulting Ltd,24 MARLOWE DRIVE ,WV12 5UP,Willenhall ,West Midlands England,NA,NA,NA,,NA,"IT Services, Electricity Company, IT Consultants, Sheep Farming, Mining Services, Forestry Services, Electricity Generation, Quarrying Services, Silviculture Services, Goat Farming",NA,"Electronics & Technology,Computers & Software,Computer & Software Shops",NA,NA,NA,NA,NA,NA,NA
E & N D Marder,"CHESTER ROAD, WATERWORKS FARM ",WS9 0PP,Aldridge ,West Midlands England,0121-353-7340,NA,NA,,NA,"Farming, Animal Farming",NA,"Agriculture & Forestry,Farming,Farms",NA,NA,NA,NA,NA,NA,NA
N Broome Lichfield Ltd,"ASHMORE BOOK FARM, CROSSIN HAM LANE",WS13 8DY,Lichfield ,Staffordshire England,01543 255753,024 7639 7444,NA,,NA,"Livestock, Animal Farming, Livestock Farming, Animal Husbandry, Crop Production, Oil Extraction Services, Gas Extraction, Farming, Animal Production, Dairy Cattle Farming, Farming Livestock and Other Animals",NA,"Agriculture & Forestry,Farming,Farms",NA,NA,NA,NA,NA,NA,NA
